Timestamp,How old are you?,What industry is your employer in?,What is the functional area of your job (this might be different from your company's industry)?,Job title,"If your job title needs additional context, please clarify here:","What is your annual salary? This should be your GROSS (pre-tax) income. (You'll indicate the currency in a later question.) If you are part-time or hourly, please enter an annualized equivalent -- what you would earn if you worked the job 40 hours a week, 52 weeks a year.","How much additional monetary compensation do you get, if any (for example, bonuses or overtime in an average year)? Only include monetary compensation here, not the value of benefits, tuition reimbursement, etc. If your bonus or overtime varies from year to year, use the most recent figures.",Please indicate the currency,"If ""Other,"" please indicate the currency here: ","If your income needs additional context, please provide it here:",What country do you work in? (Countries listed had by far the largest representation last year. Please write in your country if it's not listed.),"If you're in the U.S., what state do you work in?",What city/region do you work in?,Are you remote or on-site?,Is your job unionized?,How many years of professional work experience do you have overall?,How many years of professional work experience do you have in your field?,What is your highest level of education completed?,What is your gender?,What is your race? (Choose all that apply.),,,,,,
4-9-2024 12:32:14,45-54,Education (Higher Education),Business process services and payroll management,Business Operations Manager,,79500,0,USD,,,United States,Maryland,Baltimore Metro,Hybrid,No,11-20 years,8-10 years,College degree,Woman,White,,,,,,
4-9-2024 12:32:19,55-64,Education (Higher Education),Instructional Design,Instructional Designer,,74000,0,USD,,,United States,Texas,Central Texas,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:32:21,35-44,Government & Public Administration,Hospitality & Events,Event Support Supervisor,,89000,1000,CAD,,,Canada,,Ontario,Hybrid,No,11-20 years,11-20 years,University,Woman,White,,,,,,
4-9-2024 12:32:23,25-34,Manufacturing,"Accounting, Banking & Finance",Staff Accountant,,79000,1000,USD,,,United States,Oregon,Portland,Hybrid,No,2-4 years,2-4 years,College degree,Woman,White,,,,,,
4-9-2024 12:32:27,25-34,Business or Consulting,Business or Consulting,Director,This is the standard title for recent MBA grads at this company.,180000,,USD,,Have not received a bonus yet.,United States,Illinois,Chicago,Hybrid,No,5-7 years,1 year or less,Master's degree,Woman,White,,,,,,
4-9-2024 12:32:29,45-54,Insurance,Underwriting and sales,Senior Regional Director ,,173000,12000,USD,,,United States,Connecticut,New England ,Fully remote,No,21-30 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 12:32:29,25-34,Education (Primary/Secondary),Education (Higher Education),Teacher,,102000,0,CAD,,,Canada,,Toronto,On-site,No,8-10 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:32:30,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Curator of Collections,,42000,0,USD,,,United States,Utah,Northern Utah ,On-site,No,8-10 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 12:32:31,35-44,Nonprofits,Non-Profit Development (Fundraising),Grants manager,I'm the grant writer for my org.,58000,0,USD,,,United States,Minnesota,Minneapolis (Twin Cities Metro),Fully remote,No,8-10 years,5-7 years,Master's degree,Non-binary,White,,,,,,
4-9-2024 12:32:34,35-44,Entertainment,"Marketing, Advertising & PR",Senior Writer Producer,,168000,12000,USD,,,United States,California,Los Angeles,On-site,No,11-20 years,11-20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",,,,,,
4-9-2024 12:32:40,35-44,Manufacturing,Administration,Office Manager,Office Manager,56160,0,USD,,,United States,Ohio,Cincinnati,On-site,No,21-30 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 12:32:45,18-24,"Accounting, Banking & Finance","Accounting, Banking & Finance",Tax Staff Accountant,Tax Preparer,60000,0,USD,,,United States,Louisiana,New Orleans,On-site,No,2-4 years,2-4 years,College degree,Woman,White,,,,,,
4-9-2024 12:32:51,35-44,Nonprofits,,Membership Engagement Manager,Membership for a professional association,63960,500,USD,,,United States,Georgia,Atlanta,Fully remote,No,11-20 years,8-10 years,College degree,Woman,White,,,,,,
4-9-2024 12:32:53,25-34,Education (Primary/Secondary),Administration,Executive Assistant,,80000,2500,USD,,,United States,Massachusetts,Boston,On-site,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 12:33:09,25-34,Law,Law,Articled clerk,1 year placement requirement for bar admission,52000,,CAD,,,Canada,,"Halifax, Nova Scotia",On-site,No,5-7 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White,,,,,,
4-9-2024 12:33:21,35-44,Retail,"Accounting, Banking & Finance",Bookkeeper,,49920,4992,USD,,Time and a half on Sundays,United States,Washington,Seattle ,On-site,No,21-30 years,2-4 years,College degree,Woman,White,,,,,,
4-9-2024 12:33:22,35-44,Government & Public Administration,Law,Staff Attorney,,106947,0,USD,,,United States,Maryland,Annapolis,Hybrid,No,8-10 years,2-4 years,"Professional degree (MD, JD, etc.)",Woman,White,,,,,,
4-9-2024 12:33:25,35-44,"Marketing, Advertising & PR","Marketing, Advertising & PR",Content Writr,,49920,500,USD,,,United States,Indiana,Central Indiana,Fully remote,No,11-20 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 12:33:30,35-44,Nonprofits,Art & Design,Associate Producer,Dance Festival,66560,0,USD,,mandatory 6 hour work weeks for 1/3 of the year.,United States,Massachusetts,Berkshires,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:33:30,25-34,Manufacturing,Supply Chain Management,Commodity Manager,,108000,5600,USD,,,United States,Michigan,Grand Rapids,Fully remote,No,8-10 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:33:31,25-34,Government & Public Administration,Government & Public Administration,Senior FIPPA Officer,"Handle freedom of information (aka FOI/ATIA/ATIP/FOIA) requests, deal with privacy questions/issues/breaches",84500,4200,CAD,,,Canada,,Toronto / GTA,Hybrid,No,8-10 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:33:32,45-54,Property or Construction,"Accounting, Banking & Finance",Vice President,,130000,87000,USD,,,United States,Missouri,St. Louis,On-site,No,21-30 years,21-30 years,College degree,Woman,White,,,,,,
4-9-2024 12:33:38,45-54,Computing or Tech,Business or Consulting,Business Systems Analyst ,,81500,0,USD,,,United States,Virginia,Charlottesville ,Fully remote,No,31-40 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:33:43,25-34,Computing or Tech,Law,Policy Manager,,150000,0,USD,,,United States,Minnesota,Minneapolis,Fully remote,No,8-10 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:33:50,25-34,Science,Manufacturing,QC supervisor ,,38000,2000,GBP,,,United Kingdom,,North west ,On-site,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 12:33:54,35-44,Computing or Tech,Computing or Tech,senior software engineer,,170000,15000,USD,,,United States,Texas,Austin,Fully remote,No,8-10 years,8-10 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:01,35-44,Government & Public Administration,Science,Chemist,,116900,500,USD,,,United States,Pennsylvania,Pittsburgh,Hybrid,Yes,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:34:04,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Special Materials and Continuing Resources Cataloging Librarian,,73000,0,USD,,,United States,Colorado,Boulder,Hybrid,No,5-7 years,5-7 years,Master's degree,Non-binary,"Hispanic, Latino, or Spanish origin, Middle Eastern or Northern African, White",,,,,,
4-9-2024 12:34:05,35-44,"Accounting, Banking & Finance",Data Reporting & Analytics,Vice President IT Data Analytics,,175000,80000,USD,,,United States,Texas,Fort Worth,Hybrid,No,11-20 years,11-20 years,College degree,Man,White,,,,,,
4-9-2024 12:34:05,35-44,Aerospace & Defense,"Accounting, Banking & Finance",Senior Finance Manager,,200000,0,USD,,,United States,California,San Francisco,Hybrid,No,8-10 years,5-7 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:34:10,25-34,Computing or Tech,Computing or Tech,Senior Rostering Specialist,"Educational technology - ensuring customers' admins, teachers, students, and classes are entered into our product(s).",49768,1795,USD,,,United States,Utah,Santaquin,Fully remote,No,5-7 years,5-7 years,Some college,Man,White,,,,,,
4-9-2024 12:34:18,25-34,Hospitality & Events,Hospitality & Events,Front Desk Manager,,74100,1500,USD,,,United States,Oregon,Portland,On-site,No,11-20 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:19,65 or over,Engineering,Computing or Tech,Consulting engineer,I'm a semi-retired consultant,274560,0,USD,,,United States,Texas,Dallas,Other/it's complicated,No,41 years or more,41 years or more,Master's degree,Woman,White,,,,,,
4-9-2024 12:34:21,35-44,"Galleries, Libraries, Archives & Museums",Administration,Director,,128000,0,USD,,,United States,Illinois,"Northwest Suburbs, Chicago",On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:34:22,35-44,Computing or Tech,Computing or Tech,Programmer/Sysadmin,,72029,2000,GBP,,,United Kingdom,,Hampshire,Fully remote,No,21-30 years,11-20 years,Some college,Man,White,,,,,,
4-9-2024 12:34:22,45-54,Hospitality & Events,Compliance,Group Senior Compliance Manager,,92000,11000,GBP,,,United Kingdom,,London,Hybrid,No,21-30 years,8-10 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:23,25-34,Entertainment,"Marketing, Advertising & PR",Digital Marketing Manager,,58000,,GBP,,,United Kingdom,,London,Hybrid,No,8-10 years,8-10 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:30,35-44,Health care,Nonprofits,"Associate Director, Prospect Development",Working with fundraisers to analyze donor pools and identify potential high-value donors,103270,5000,USD,,,United States,California,Los Angeles,Fully remote,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:34:36,45-54,"Accounting, Banking & Finance","Marketing, Advertising & PR",Web Content Manager/Web Content Specialist,"Helps guide website strategy, but also performs web page building via CMS",71000,3000,USD,,,United States,Ohio,Cleveland,Other/it's complicated,No,21-30 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:37,45-54,Engineering,"Marketing, Advertising & PR",National Director,I lead a team of 30 professionals in support of business development valued at ~$400M/year,150000,9000,CAD,,,Canada,,Vancouver BC,Hybrid,No,21-30 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:34:37,45-54,Retail,Retail,Store Manager,,110000,50000,USD,,,United States,Pennsylvania,Lancaster,On-site,No,21-30 years,21-30 years,Some college,Man,White,,,,,,
4-9-2024 12:34:39,25-34,Health care,Art & Design,"Director, UX Design",,198000,20000,USD,,,United States,Oregon,Portland,Fully remote,,8-10 years,5-7 years,College degree,Man,Black or African American,,,,,,
4-9-2024 12:34:41,45-54,Health care,Administration,License Coordinator,,52124,0,USD,,,United States,Ohio,Columbus,Fully remote,No,21-30 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:44,45-54,Utilities & Telecommunications,Computing or Tech,network engineer,,38500,2500,GBP,,,United Kingdom,,UK non-London,Hybrid,Yes,21-30 years,2-4 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:34:47,25-34,Health care,Administration,Clinical Administrative Coordinator,,47840,0,USD,,,United States,New York,Mid-Hudson (outside NYC),On-site,No,8-10 years,2-4 years,College degree,Non-binary,White,,,,,,
4-9-2024 12:34:52,45-54,Media & Digital,Media & Digital,Client Relations Lead,Global Operations,83500,3000,USD,,,United States,New York,New York City,Hybrid,No,21-30 years,21-30 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:53,45-54,Health care,Health care,Licensed Veterinary Technician,,57000,,USD,,,United States,New York,Ithaca,On-site,No,21-30 years,21-30 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:53,25-34,Education (Higher Education),Administration,Administrative Assistant,,35587,0,USD,,,United States,New York,Ithaca,On-site,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:59,35-44,Real Estate,Sustainability,Senior Program Manager,,129000,25000,USD,,,United States,Pennsylvania,Philadelphia,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 12:34:59,55-64,Media & Digital,Art & Design,senior art director,,143000,0,USD,,,United States,District of Columbia,Washington DC,Hybrid,No,31-40 years,31-40 years,College degree,Woman,White,,,,,,
4-9-2024 12:35:11,25-34,Government & Public Administration,Government & Public Administration,Environmental Protection Specialist,,97000,,USD,,,United States,Colorado,Denver,Hybrid,No,8-10 years,5-7 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:35:16,25-34,Sales,"Accounting, Banking & Finance",Bookkeeper,,49500,0,USD,,,United States,New York,New York City,On-site,No,5-7 years,1 year or less,College degree,Man,"Middle Eastern or Northern African, White",,,,,,
4-9-2024 12:35:17,35-44,Botanical consulting,Environmental Consulting,Independent Botanical and Restoration Consultant,,90000,0,USD,,,United States,California,Ukiah,Other/it's complicated,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 12:35:21,45-54,Utilities & Telecommunications,Recruitment or HR,Human Resources Director,,198000,1920,USD,,,United States,California,Palm Springs,On-site,No,21-30 years,21-30 years,College degree,Woman,White,,,,,,
4-9-2024 12:35:28,45-54,"Accounting, Banking & Finance",Administration,Trust Operations Analyst,,62000,,USD,,,United States,Virginia,Central Virginia,Fully remote,No,21-30 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:35:33,55-64,Manufacturing,"Marketing, Advertising & PR",Marketing Services Manager,,113000,18000,USD,,,United States,Pennsylvania,Lehigh Valley,Hybrid,No,31-40 years,21-30 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:35:39,35-44,Education (Primary/Secondary),Education (Primary/Secondary),Senior Team Lead,".5 instruction, .5 instructional coaching",92000,2000,USD,,,United States,Colorado,Denver Metro Area,On-site,Yes,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:35:40,45-54,Health care,Business or Consulting,"Heathcare Technology, Senior Manager",,152250,10000,USD,,,United States,Florida,Orlando,Other/it's complicated,No,21-30 years,8-10 years,High School,Woman,White,,,,,,
4-9-2024 12:35:46,35-44,Nonprofits,Social Work,Office & Communications Manager,,49500,0,USD,,,United States,Oregon,Portland,On-site,No,5-7 years,5-7 years,College degree,Non-binary,White,,,,,,
4-9-2024 12:35:54,45-54,Government & Public Administration,"Accounting, Banking & Finance",Accountant 3,"Payroll Accountant, non supervisory",125000,0,USD,,,United States,California,San Jose,Hybrid,Yes,21-30 years,21-30 years,College degree,Woman,White,,,,,,
4-9-2024 12:35:59,55-64,Education (Primary/Secondary),Education (Primary/Secondary),Middle School Administrative Assistant,,56000,,USD,,,United States,Texas,Houston,On-site,No,31-40 years,31-40 years,College degree,Woman,White,,,,,,
4-9-2024 12:36:08,55-64,Hospitality & Events,Hospitality & Events,Bartender,,22880,3000,USD,,hourly + cash tips from extremely bad tippers,United States,Mississippi,Amory,On-site,No,31-40 years,2-4 years,College degree,Man,White,,,,,,
4-9-2024 12:36:13,25-34,"Marketing, Advertising & PR","Marketing, Advertising & PR",Junior PR & Communications Consultant,,36000,,EUR,,,Germany,,Berlin,Hybrid,,2-4 years,2-4 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:36:13,35-44,Education (Higher Education),Education (Higher Education),Lecturer,,48000,200,GBP,,,United Kingdom,,England,On-site,No,8-10 years,8-10 years,Doctorate,Woman,White,,,,,,
4-9-2024 12:36:16,45-54,Health care,Insurance,RN Utilization Review Case Manager,,110000,2000,USD,,,United States,Colorado,Boulder,Fully remote,No,21-30 years,21-30 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:36:19,25-34,Alcohol import/distribution,Compliance,Accounting and Compliance Coordinator,I split my time between AR and compliance (this is not normal),86000,3000,USD,,We receive one additional paycheck as a bonus.,United States,New York,Brooklyn,Hybrid,No,8-10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin",,,,,,
4-9-2024 12:36:19,25-34,"Marketing, Advertising & PR","Marketing, Advertising & PR",Project Manager,,48000,3500,USD,,,United States,Washington,Yakima,On-site,No,11-20 years,2-4 years,College degree,Woman,White,,,,,,
4-9-2024 12:36:30,25-34,Nonprofits,Administration,Contract Manager,,70000,0,USD,,,United States,,Brooklyn,Hybrid,No,5-7 years,5-7 years,College degree,Man,White,,,,,,
4-9-2024 12:36:34,45-54,Nonprofits,"Accounting, Banking & Finance",Director of finance,,130000,,CAD,,,Canada,,"Ottawa, ontario",Hybrid,No,31-40 years,31-40 years,"Professional degree (MD, JD, etc.)",Woman,White,,,,,,
4-9-2024 12:36:40,45-54,Agriculture or Forestry,Communications,Communications Director,,70000,,USD,,,United States,Indiana,Ft Wayne,Fully remote,No,21-30 years,21-30 years,College degree,Woman,White,,,,,,
4-9-2024 12:36:41,25-34,Biotechnology & Pharma,Science,Scientist II,,139000,10000,USD,,,United States,California,San Francisco Bay Area,On-site,No,2-4 years,2-4 years,Doctorate,Woman,White,,,,,,
4-9-2024 12:36:52,45-54,Media & Digital,Entertainment,Executive Editor,Book publishing,140000,10000,USD,,,United States,New York,New York City,Hybrid,No,21-30 years,21-30 years,Master's degree,Woman,White,,,,,,
4-9-2024 12:36:57,55-64,Education (Higher Education),Computing or Tech,Associate Vice President,,160000,,USD,,,United States,Massachusetts,Boston,Hybrid,No,31-40 years,31-40 years,College degree,Man,White,,,,,,
